Key,English,Spanish
PROPQUEST_REQUESTBOX_INC_000298,Strange Collector (2),Un Coleccionista Extraño (2)
PROPQUEST_REQUESTBOX_INC_000299,Strange Collector needs you to collect $QUEST_END_ITEM_NAME$ for his collection. Will you help?,El Coleccionista Extraño necesita $QUEST_END_ITEM_NAME$ para su colección. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000304,Strange Collector wants $QUEST_END_ITEM_NAME$.,El Coleccionista Extraño quiere $QUEST_END_ITEM_NAME$s para su colección.
PROPQUEST_REQUESTBOX_INC_000309,Lens of Olien,Lentes para Olien
PROPQUEST_REQUESTBOX_INC_000310,Olien needs you to collect steam tears to make a new lens. Will you help?,Olien necesita Lágrimas de Vapor para crear sus nuevas lentes. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000315,Olien wants steam tears.,Olien quiere Lágrimas de Vapor para crear sus nuevas lentes.
PROPQUEST_REQUESTBOX_INC_000320,Red Muffler,Bufandas Rojas
PROPQUEST_REQUESTBOX_INC_000321,Soldier needs you to collect knightlers to make a new scarf. Will you help?,Los soldados necesitan Knightlers para hacer unas nuevas bufandas. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000326,Soldier wants knightler.,Los soldados quieren Knightlers para hacer unas bufandas nuevas.
PROPQUEST_REQUESTBOX_INC_000331,Dwarpet Festival,El Festival de los Enanos
PROPQUEST_REQUESTBOX_INC_000332,The Dwarpet needs you to collect wheeshoes for their festival. Will you help?,Los Enanos necesitan Wheeshoes para su festival. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000337,The Dwarpet wants wheesoes.,Los Enanos quieren Wheeshoes para usarlos en su festival.
PROPQUEST_REQUESTBOX_INC_000342,Crane Repair,Reparación de la Grúa
PROPQUEST_REQUESTBOX_INC_000343,The Erons Industrial Manager needs Droil to repair their crane. Will you help?,El Gerente Industrial de Erons necesita Droils para reparar su grúa. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000348,Erons want Droils.,El Gerente Industrial de Erons quiere Droils para reparar su grúa.
PROPQUEST_REQUESTBOX_INC_000353,Urgently looking for a Bandage,Buscando un Vendaje con urgencia
PROPQUEST_REQUESTBOX_INC_000364,Portable Power,Poder Portátil
PROPQUEST_REQUESTBOX_INC_000375,Strange Collector (3),Un Coleccionista Extraño (3)
PROPQUEST_REQUESTBOX_INC_000386,Replacement Tires,Neumáticos de repuesto
PROPQUEST_REQUESTBOX_INC_000387,The Dwarpet needs you to collect Dumptires to replace his flat tires. Will you help?,Los Enanos necesitan Neumáticos de Dump para reemplazar sus llantas. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000392,The Dwarpet wants Dumptire.,Los Enanos quieren Neumáticos de Dump para reemplazar sus llantas.
PROPQUEST_REQUESTBOX_INC_000397,Strange Collector (4),Un Coleccionista Extraño (4)
PROPQUEST_REQUESTBOX_INC_000398,Mysterious collector needs Garbageton for his collection. Will you help?,El Coleccionista Extraño necesita Garbagetons para su colección. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000408,Relics of a Husband,Reliquias del Marido
PROPQUEST_REQUESTBOX_INC_000409,A widow has asked that you collect Eronior so that she can re-make the ring of her husband. Will you help?,Una viuda ha pedido Eroniors para poder rehacer el anillo de su marido. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000414,A widow wants some Eronior.,Una viuda quiere Eroniors para rehacer el anillo de su marido.
PROPQUEST_REQUESTBOX_INC_000419,Disguise of Remina,El Disfraz de Remina
PROPQUEST_REQUESTBOX_INC_000420,Remina needs you to collect repygle to make a pair of disguising sunglasses. Will you help?,Remina necesita Repygles para hacer un par de gafas de sol para un disfraz. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000425,Remina wants $QUEST_END_ITEM_NAME$.,Remina quiere $QUEST_END_ITEM_NAME$s para hacer un par de gafas para un disfraz.
PROPQUEST_REQUESTBOX_INC_000430,Beautiful Keil Wallpaper,Un papel de pared hermoso
PROPQUEST_REQUESTBOX_INC_000431,Haven needs you to collect Sycale to re-model the Magic Shop. Will you help?,Heaven necesita Sycales para reformar las paredes de su Tienda de Magia. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000436,Heaven wants Sycale.,Heaven quiere Sycales para reformar las paredes de su Tienda de Magia.
PROPQUEST_REQUESTBOX_INC_000441,Strange Collector (5),Un Coleccionista Extraño (5)
PROPQUEST_REQUESTBOX_INC_000442,Strange Collector needs $QUEST_END_ITEM_NAME$ for his collection. Will you help?,El Coleccionista Extraño necesita $QUEST_END_ITEM_NAME$s para su colección. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000447,Strange collector want Mong Tear,El Coleccionista Extraño quiere Lágrimas Mong para su colección.
PROPQUEST_REQUESTBOX_INC_000452,Anesthetic Needs,Se necesitan Anestésicos
PROPQUEST_REQUESTBOX_INC_000463,New Kind of Firework,Un nuevo tipo de Fuegos Artificiales
PROPQUEST_REQUESTBOX_INC_000464,The Fireworks Producer needs Bomb Timers to make a new kind of firework. Will you help?,Un productor de Fuegos Artificiales necesita Temporizadores de Bomba para su nuevo tipo de Fuegos Artificiales. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000465,You get bombtimers from any type of Carrierbomb.,Puedes conseguir Temporizadores de Bomba de cualquier tipo de Carrierbomb.
PROPQUEST_REQUESTBOX_INC_000469,The Firework Producer wants Bomb Timers.,Un productor de Fuegos Artificiales quiere Temporizadores de Bomba para sus nuevos productos.
PROPQUEST_REQUESTBOX_INC_000474,Snack for the Children,Picoteo para los Niños
PROPQUEST_REQUESTBOX_INC_000475,Bolpor needs Prewing to make some snacks for the children. Will you help?,Bolpor necesita Prewings para cocinar algo de picoteo para los niños. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000480,Bolpor wants Prewing.,Bolpor quiere Prewings para cocinar algo de picoteo para los niños.
PROPQUEST_REQUESTBOX_INC_000485,Mushroom Farm of Chitller,La Granja de Setas de Chitller
PROPQUEST_REQUESTBOX_INC_000486,Chitller needs you to collect Poiespore for his mushroom farm will you help?,"Chitller necesita Poiespores para su granja de setas, ¿Aceptas esta misión?"
PROPQUEST_REQUESTBOX_INC_000491,Chitller wants Poiespore.,Chitller quiere Poiespores para su granja de setas.
PROPQUEST_REQUESTBOX_INC_000496,New Yo-Yo,Yo-Yo Nuevo
PROPQUEST_REQUESTBOX_INC_000497,An Acrobat master needs you to gather Renyken to make a new Yo-Yo. Will you help?,Un Maestro Acrobat necesita Renykens para crear un nuevo Yo-Yo. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000502,An Acrobat master wants Renyken.,Un Maestro Acrobat quiere Renykens para crear un nuevo Yo-Yo.
PROPQUEST_REQUESTBOX_INC_000507,Disguise of a Native,Disfraces para los Nativos
PROPQUEST_REQUESTBOX_INC_000508,Darkon natives need you to collect Tangkask. Will you help?,Los nativos de Darkon necesitan Tangkasks para escapar de los peligrosos Watangka. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000513,Darkon natives want Tankask.,Los nativos de Darkon quieren Tangkasks para escapar de los peligrosos Watangka.
PROPQUEST_REQUESTBOX_INC_000518,Woodworking Material,Material para la Carpinteria
PROPQUEST_REQUESTBOX_INC_000529,The Best Shield,El Mejor Escudo
PROPQUEST_REQUESTBOX_INC_000530,Remina needs Luchest to make the strongest shield in the world. Will you help?,Remina nos ha pedido recolectar algunos Luchest para hacer el escudo más fuerte del mundo. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000540,Beauty Contest Award,Premio para el Concurso de Belleza
PROPQUEST_REQUESTBOX_INC_000541,The Madrigal Beauty Contest needs Eronsimint for making an award. Will you help?,Se necesitan Eronsimints para los premios del Concurso de Belleza de Madrigal. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000546,The Madrigal Beauty Contest sponsor wants Eronsimint.,Consigue Eronsimints para los premios del Concurso de Belleza de Madrigal.
PROPQUEST_REQUESTBOX_INC_000551,Lucky Tool,La Herramienta de Lucky
PROPQUEST_REQUESTBOX_INC_000552,Lucky needs Hammamer to make a lucky hammer. Will you help?,Lucky necesita Hammamers para crear un martillo de la suerte. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000557,Lucky wants Hammamer.,Lucky quiere Hammamers para crear un martillo de la suerte.
PROPQUEST_REQUESTBOX_INC_000562,Strange Collector (6),Un Coleccionista Extraño (6)
PROPQUEST_REQUESTBOX_INC_000573,Request of Lurif,El Pedido de Lurif
PROPQUEST_REQUESTBOX_INC_000574,Could you do me a favor? I need Phanbubble. Can you help me please?,¿Puedes hacerme un favor? Necesito Phanbubbles. ¿Puedes ayudarme por favor?
PROPQUEST_REQUESTBOX_INC_000579,Lurif needs many Phanbubbles.,Lurif necesita muchos Phanbubbles.
PROPQUEST_REQUESTBOX_INC_000815,Mysterious Magic Material,Material Mágico Misterioso
PROPQUEST_REQUESTBOX_INC_000816,Magician Master requested you to collect Merahook which is a magic material. Will you accept this request?,"La Maestra Magician quiere Merahooks, que es un material mágico. ¿Aceptas esta misión?"
PROPQUEST_REQUESTBOX_INC_000817,You can collect them from the group of Chimeradon in the Deadwallderness.,Puedes conseguirlos del grupo de Chimeradons que hay en el Desierto Muerto.
PROPQUEST_REQUESTBOX_INC_000826,Avenge Nerky,Venganza Nerky
PROPQUEST_REQUESTBOX_INC_000827,Krinton's pet Bearnerky got killed by the other Bearnerky. Krinton requested you to collect NerkyMane for revenge. Will you accept this request?,La mascota Bearnerky de Krinton ha sido asesinado por otro Bearnerky. Krinton quiere Nerkymanes para vengarse. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000828,You can collect them from the group of Bearnerky in the Deadwallderness.,Puedes conseguirlos del grupo de Bearnerky que hay en el Desierto Muerto.
PROPQUEST_REQUESTBOX_INC_000837,Bolpor's favor,Un favor para Bolpor
PROPQUEST_REQUESTBOX_INC_000838,Bolpor requested you to collect Rincruet for making some special food. Will you accept this request?,Bolpor necesita Rincruets para hacer una comida especial. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000839,You can collect them from the group of Muffrin in the Deadwallderness.,Puedes conseguirlos del grupo de Muffrin que hay en el Desierto Muerto.
PROPQUEST_REQUESTBOX_INC_000848,Toy Materials,Materiales para los Juguetes
PROPQUEST_REQUESTBOX_INC_000849,A toy merchant requested you to collect Popshift for making fancy toys. Will you accept this request?,Un mercader de juguetes necesita Popshifts para hacer unos juguetes de lujo. ¿Aceptas esta misión?
PROPQUEST_REQUESTBOX_INC_000850,You can collect them from the group of Popcrank in the Deadwallderness.,Puedes conseguirlos del grupo de Popcrank que hay en el Desierto Muerto.
PROPQUEST_REQUESTBOX_INC_000859,Evil Eyed Red Dragon,Dragón Rojo de Ojos Malvados
PROPQUEST_REQUESTBOX_INC_000860,Can you please go find Dragon Tooth of the Meteonyker Dragon for me? The Arena Manager Lay requested 5 of them.,¿Puedes ir a buscar los Colmillos de Dragón del Meteonyker para mí? El Mánager de la Arena Lay ha solicitado 5 de ellos.
PROPQUEST_REQUESTBOX_INC_000861,"You can collect them from Meteonyker. I heard it's in Dekane Dungeon. Be careful, the Meteonyker is very strong! It's  best if you go with a party!",Los puedes conseguir derrotando al Meteonyker. Escuché que está en la Mina Dekane. ¡Ten cuidado! ¡El Meteonyker es muy fuerte! ¡Mejor que vayas con más gente!
PROPQUEST_REQUESTBOX_INC_010000,Moth Infestation,Plaga de Polillas
PROPQUEST_REQUESTBOX_INC_010001,Tina asked for help with reducing the Mothbee population as they're causing problems with transport. Could you kill 15 of them?,"Tina ha pedido ayuda para reducir la población de Mothbees, ya que están causando problemas con el transporte. ¿Podrías eliminar a 15?"
PROPQUEST_REQUESTBOX_INC_010002,You can find Mothbee flying inbetween Northern Saint City & Flaris.,Puedes encontrar a las Mothbees volando entre el Norte de Saint City y Flaris.
PROPQUEST_REQUESTBOX_INC_010003,You don't want to help? That's okay. We'll find somebody else.,¿No quieres ayudar? De acuerdo. Encontraremos a otra persona.
PROPQUEST_REQUESTBOX_INC_010004,You haven't finished the task yet.,Aún no has terminado la tarea.
PROPQUEST_REQUESTBOX_INC_010005,Mutated Aibatts,Aibatts Mutados
PROPQUEST_REQUESTBOX_INC_010006,Tina has reported a new kind of Masquerpet called Zendros. Please could you kill 15 of them?,"Tina ha informado sobre un nuevo tipo de Masquerpet llamado Zendros. Por favor, ¿podrías matar a 15 de ellos?"
PROPQUEST_REQUESTBOX_INC_010007,You can find Zendros flying between Flaris and Saint morning continents.,Puedes encontrar a los Zendros volando entre los continentes de Flaris y Saint Morning.
PROPQUEST_REQUESTBOX_INC_010008,Dragonflies,Libélulas
PROPQUEST_REQUESTBOX_INC_010009,Tina asked for help with reducing the Neparuba population as they're causing problems with transport. Could you kill 15 of them?,Tina ha pedido ayuda para reducir la población de Neparubas ya que están causando problemas con el transporte. ¿Podrías derrotar a 15?
PROPQUEST_REQUESTBOX_INC_010010,You can find Neparuba flying between Flaris and Saint morning continents.,Puedes encontrar a las Neparubas volando entre los continentes de Flaris y Saint Morning.
PROPQUEST_REQUESTBOX_INC_010011,Flybrigen Brigade,Brigada Flybrigen
PROPQUEST_REQUESTBOX_INC_010012,Tina asked for help with reducing the Flybrigen population as they're causing problems with transport. Could you kill 15 of them?,"Tina ha pedido ayuda para reducir la población de Flybrigens, ya que están causando problemas con el transporte. ¿Podrías derrotar a 15?"
PROPQUEST_REQUESTBOX_INC_010013,You can find Flybrigen flying between Saint Morning and Garden of Rhisis continents.,Puedes encontrar a los Flybrigens volando entre el continente de Saint Morning y el Jardín de Rhisis.
PROPQUEST_REQUESTBOX_INC_010014,Moth Infestation (2),Plaga de Polillas (2)
